Student_ID,Attendance_Percentage,Mid_Term_Marks,Assignment_Score,Class_Participation,Activity_Participation,Aggregate_Academic_Score,Performance_Label
S1043,90.0,62.0,95.0,6.0,No,89.0,Good
S1045,90.0,65.0,95.0,3.0,Yes,61.0,At-Risk
S1047,90.0,47.0,95.0,3.0,Yes,47.0,At-Risk
S1052,89.0,62.0,95.0,3.0,No,57.0,Good
S1057,90.0,35.0,95.0,2.0,No,80.0,Good
S1060,90.0,63.0,95.0,3.0,Yes,80.0,Average
S1062,80.0,83.0,95.0,3.0,Yes,93.0,Average
S1063,90.0,80.0,95.0,3.0,Yes,80.0,Good
S1064,90.0,80.0,95.0,5.0,Yes,61.0,Average
S1066,90.0,80.0,95.0,3.0,Yes,65.0,Good
S1068,93.0,62.0,95.0,3.0,Yes,61.0,Good
S1079,90.0,62.0,95.0,2.0,Yes,61.0,Good
S1082,80.0,62.0,95.0,3.0,No,80.0,Good
S1083,90.0,76.0,95.0,5.0,Yes,61.0,At-Risk
S1087,80.0,83.0,95.0,4.0,No,80.0,Average
S1090,90.0,63.0,95.0,3.0,Yes,48.0,Good
S1091,90.0,62.0,95.0,3.0,Yes,80.0,Good
S1098,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1106,90.0,62.0,95.0,3.0,No,61.0,Good
S1111,90.0,62.0,95.0,1.0,No,95.0,At-Risk
S1112,90.0,62.0,95.0,10.0,Yes,64.0,Average
S1115,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S1116,90.0,80.0,95.0,7.0,No,80.0,Good
S1118,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1124,90.0,62.0,95.0,10.0,Yes,61.0,Good
S1125,90.0,75.0,95.0,3.0,Yes,94.0,At-Risk
S1126,80.0,54.0,95.0,5.0,No,34.0,Good
S1127,90.0,80.0,95.0,3.0,Yes,80.0,Average
S1129,90.0,38.0,95.0,2.0,No,80.0,At-Risk
S1133,90.0,52.0,95.0,3.0,Yes,80.0,At-Risk
S1135,90.0,80.0,95.0,5.0,Yes,80.0,Average
S1147,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S1149,80.0,80.0,95.0,3.0,No,61.0,At-Risk
S1152,90.0,62.0,95.0,4.0,Yes,80.0,At-Risk
S1153,86.0,62.0,95.0,3.0,No,80.0,Average
S1154,90.0,62.0,95.0,5.0,Yes,43.0,At-Risk
S1157,86.0,62.0,95.0,3.0,Yes,94.0,At-Risk
S1158,90.0,72.0,95.0,5.0,Yes,80.0,Good
S1162,80.0,81.0,95.0,3.0,Yes,73.0,At-Risk
S1163,80.0,67.0,95.0,6.0,Yes,80.0,Good
S1164,90.0,80.0,95.0,5.0,Yes,80.0,Average
S1165,80.0,62.0,95.0,3.0,Yes,61.0,Good
S1166,87.0,62.0,95.0,3.0,Yes,61.0,Average
S1169,86.0,80.0,95.0,4.0,No,40.0,Average
S1170,90.0,43.0,95.0,3.0,Yes,61.0,Average
S1171,90.0,47.0,95.0,3.0,Yes,41.0,Good
S1172,90.0,62.0,95.0,10.0,Yes,61.0,Average
S1176,80.0,35.0,95.0,3.0,No,61.0,Average
S1179,90.0,80.0,95.0,3.0,No,61.0,Good
S1182,80.0,62.0,95.0,1.0,Yes,80.0,Good
S1184,96.0,80.0,95.0,6.0,Yes,61.0,Good
S1191,90.0,64.0,95.0,3.0,Yes,65.0,At-Risk
S1192,90.0,62.0,95.0,7.0,Yes,80.0,Good
S1195,90.0,80.0,95.0,2.0,Yes,80.0,At-Risk
S1197,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S1198,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S1200,80.0,62.0,95.0,3.0,Yes,80.0,Good
S1203,96.0,35.0,95.0,8.0,Yes,61.0,Average
S1204,90.0,80.0,95.0,4.0,No,92.0,Good
S1205,90.0,76.0,95.0,3.0,No,32.5,Good
S1208,90.0,80.0,95.0,5.0,Yes,80.0,Average
S1213,90.0,77.0,95.0,1.0,Yes,60.0,At-Risk
S1215,90.0,80.0,95.0,1.0,Yes,41.0,At-Risk
S1216,96.0,56.0,95.0,7.0,No,80.0,At-Risk
S1222,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1223,90.0,80.0,95.0,3.0,Yes,80.0,Good
S1225,90.0,35.0,95.0,3.0,Yes,80.0,Average
S1226,90.0,54.0,95.0,5.0,No,95.0,Good
S1227,80.0,62.0,95.0,8.0,Yes,80.0,Average
S1234,90.0,80.0,95.0,3.0,Yes,61.0,Average
S1237,80.0,80.0,95.0,3.0,No,61.0,Average
S1242,90.0,62.0,95.0,3.0,Yes,61.0,Average
S1246,90.0,79.0,95.0,3.0,No,62.0,Good
S1247,83.0,80.0,95.0,1.0,Yes,39.0,Good
S1248,90.0,74.0,95.0,3.0,Yes,80.0,Average
S1252,82.0,35.0,95.0,9.0,Yes,56.0,Good
S1255,90.0,82.0,95.0,10.0,No,80.0,Good
S1264,80.0,83.0,95.0,3.0,No,80.0,At-Risk
S1266,90.0,80.0,95.0,3.0,No,80.0,Good
S1269,80.0,62.0,95.0,7.0,No,61.0,Average
S1272,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S1278,90.0,62.0,95.0,2.0,No,61.0,Good
S1279,80.0,62.0,95.0,8.0,No,77.0,At-Risk
S1280,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1287,90.0,84.0,95.0,2.0,Yes,38.0,Good
S1289,90.0,62.0,95.0,1.0,Yes,61.0,Good
S1293,80.0,80.0,95.0,6.0,Yes,61.0,Average
S1295,90.0,72.0,95.0,9.0,Yes,78.0,Average
S1300,80.0,80.0,95.0,3.0,Yes,80.0,Average
S1302,90.0,80.0,95.0,7.0,Yes,80.0,Good
S1304,90.0,80.0,95.0,5.0,Yes,77.0,Good
S1305,90.0,80.0,95.0,3.0,Yes,80.0,Average
S1307,90.0,62.0,95.0,9.0,Yes,72.0,Good
S1308,90.0,88.0,95.0,9.0,No,61.0,Good
S1316,90.0,62.0,95.0,3.0,No,80.0,Average
S1318,90.0,62.0,95.0,8.0,Yes,61.0,Average
S1319,80.0,80.0,95.0,3.0,No,80.0,Good
S1322,90.0,62.0,95.0,3.0,Yes,59.0,Average
S1323,90.0,42.0,95.0,5.0,No,56.0,At-Risk
S1329,80.0,76.0,95.0,3.0,No,80.0,Average
S1330,80.0,70.0,95.0,3.0,No,61.0,Average
S1333,90.0,62.0,95.0,2.0,No,67.0,At-Risk
S1337,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1338,90.0,55.0,95.0,7.0,No,80.0,At-Risk
S1341,90.0,62.0,95.0,3.0,No,87.0,Average
S1342,80.0,48.0,95.0,9.0,Yes,62.0,At-Risk
S1343,90.0,95.0,95.0,6.0,No,61.0,Good
S1345,90.0,62.0,95.0,5.0,Yes,43.0,At-Risk
S1347,96.0,92.0,95.0,2.0,No,51.0,Average
S1349,90.0,62.0,95.0,9.0,Yes,49.0,Average
S1355,80.0,35.0,95.0,3.0,Yes,35.0,Good
S1357,90.0,80.0,95.0,3.0,Yes,57.0,Average
S1361,86.0,80.0,95.0,3.0,No,61.0,Average
S1363,80.0,62.0,95.0,3.0,No,80.0,Good
S1365,90.0,51.0,95.0,3.0,Yes,61.0,At-Risk
S1366,90.0,76.0,95.0,3.0,Yes,80.0,Average
S1368,90.0,86.0,95.0,6.0,Yes,80.0,Good
S1370,90.0,80.0,95.0,3.0,No,80.0,At-Risk
S1372,80.0,80.0,95.0,3.0,No,95.0,Average
S1373,90.0,80.0,95.0,8.0,Yes,93.0,Good
S1376,90.0,62.0,95.0,7.0,Yes,61.0,Good
S1379,90.0,80.0,95.0,10.0,Yes,61.0,Good
S1380,86.0,62.0,95.0,7.0,Yes,80.0,Good
S1381,90.0,80.0,95.0,3.0,Yes,61.0,Good
S1383,90.0,62.0,95.0,5.0,Yes,46.0,At-Risk
S1390,90.0,62.0,95.0,9.0,Yes,61.0,Average
S1392,80.0,80.0,95.0,8.0,Yes,80.0,At-Risk
S1393,80.0,80.0,95.0,3.0,No,34.0,Good
S1394,90.0,62.0,95.0,6.0,Yes,61.0,At-Risk
S1397,80.0,49.0,95.0,3.0,Yes,80.0,At-Risk
S1400,83.0,35.0,95.0,8.0,Yes,71.0,At-Risk
S1401,90.0,62.0,95.0,6.0,Yes,80.0,Good
S1404,90.0,71.0,95.0,3.0,No,61.0,Good
S1408,94.0,80.0,95.0,3.0,Yes,80.0,Good
S1411,80.0,80.0,95.0,8.0,Yes,65.0,At-Risk
S1419,90.0,45.0,95.0,7.0,Yes,61.0,Good
S1420,90.0,80.0,95.0,3.0,No,86.0,Good
S1421,89.0,62.0,95.0,3.0,Yes,80.0,Good
S1422,90.0,62.0,95.0,3.0,No,84.0,At-Risk
S1425,90.0,59.0,95.0,3.0,Yes,80.0,Good
S1426,90.0,62.0,95.0,3.0,No,80.0,Average
S1427,90.0,35.0,95.0,1.0,Yes,80.0,At-Risk
S1428,90.0,80.0,95.0,8.0,Yes,80.0,Good
S1430,90.0,35.0,95.0,6.0,No,61.0,Good
S1433,90.0,71.0,95.0,3.0,No,80.0,Average
S1438,80.0,43.0,95.0,7.0,Yes,80.0,At-Risk
S1440,90.0,62.0,95.0,3.0,No,57.0,Average
S1443,90.0,62.0,95.0,10.0,Yes,61.0,Good
S1446,90.0,80.0,95.0,5.0,Yes,80.0,Good
S1447,90.0,80.0,95.0,4.0,Yes,57.0,Good
S1449,80.0,80.0,95.0,2.0,No,52.0,Good
S1452,90.0,94.0,95.0,7.0,Yes,61.0,Average
S1455,80.0,62.0,95.0,3.0,Yes,80.0,Good
S1456,90.0,93.0,95.0,9.0,No,80.0,Good
S1457,90.0,47.0,95.0,3.0,Yes,80.0,Average
S1460,90.0,80.0,95.0,3.0,No,61.0,Good
S1463,90.0,80.0,95.0,1.0,No,61.0,Good
S1464,90.0,62.0,95.0,5.0,No,80.0,Good
S1465,90.0,62.0,95.0,3.0,No,68.0,Average
S1466,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1468,90.0,56.0,95.0,3.0,Yes,80.0,Good
S1469,91.0,69.0,95.0,3.0,Yes,80.0,At-Risk
S1470,90.0,49.0,95.0,10.0,Yes,77.0,Good
S1471,90.0,80.0,95.0,3.0,Yes,61.0,Good
S1473,90.0,59.0,95.0,3.0,Yes,61.0,At-Risk
S1474,80.0,62.0,95.0,9.0,No,61.0,Good
S1475,92.0,42.0,95.0,8.0,No,80.0,At-Risk
S1477,90.0,93.0,95.0,3.0,Yes,61.0,Average
S1478,90.0,80.0,95.0,6.0,Yes,80.0,At-Risk
S1479,90.0,80.0,95.0,3.0,No,61.0,Good
S1482,90.0,80.0,95.0,4.0,Yes,80.0,Average
S1486,90.0,77.0,95.0,4.0,No,84.0,Average
S1488,80.0,68.0,95.0,3.0,Yes,40.0,Good
S1490,80.0,64.0,95.0,6.0,Yes,61.0,Good
S1494,90.0,80.0,95.0,3.0,Yes,80.0,Average
S1495,80.0,36.0,95.0,3.0,Yes,61.0,Average
S1499,90.0,80.0,95.0,3.0,Yes,53.0,Good
S1500,85.0,62.0,95.0,3.0,Yes,80.0,Good
S1502,90.0,80.0,95.0,3.0,No,61.0,Good
S1505,80.0,77.0,95.0,3.0,Yes,94.0,At-Risk
S1507,80.0,64.0,95.0,2.0,Yes,80.0,Average
S1508,80.0,87.0,95.0,4.0,Yes,80.0,Good
S1511,90.0,67.0,95.0,3.0,No,61.0,Good
S1512,90.0,80.0,95.0,6.0,Yes,61.0,Good
S1513,90.0,62.0,95.0,3.0,No,80.0,Average
S1514,80.0,64.0,95.0,3.0,Yes,61.0,At-Risk
S1515,90.0,80.0,95.0,3.0,Yes,80.0,Good
S1516,90.0,76.0,95.0,10.0,Yes,61.0,At-Risk
S1517,80.0,62.0,95.0,4.0,Yes,50.0,At-Risk
S1518,91.0,62.0,95.0,10.0,Yes,61.0,Good
S1519,93.0,75.0,95.0,10.0,Yes,80.0,Average
S1520,90.0,80.0,95.0,4.0,Yes,61.0,Average
S1525,90.0,80.0,95.0,3.0,Yes,61.0,Good
S1526,80.0,62.0,95.0,3.0,No,32.5,Good
S1528,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S1529,80.0,62.0,95.0,2.0,Yes,56.0,Good
S1533,81.0,62.0,95.0,4.0,Yes,80.0,Good
S1534,80.0,66.0,95.0,3.0,Yes,32.5,At-Risk
S1535,90.0,62.0,95.0,1.0,No,80.0,At-Risk
S1546,80.0,62.0,95.0,3.0,Yes,82.0,Good
S1548,90.0,42.0,95.0,1.0,Yes,42.0,Average
S1550,90.0,62.0,95.0,3.0,Yes,61.0,Average
S1551,80.0,80.0,95.0,3.0,No,80.0,Good
S1552,86.0,80.0,95.0,8.0,No,61.0,At-Risk
S1553,90.0,80.0,95.0,8.0,Yes,61.0,Average
S1556,80.0,66.0,95.0,6.0,No,61.0,Average
S1557,90.0,62.0,95.0,8.0,Yes,80.0,At-Risk
S1562,80.0,62.0,95.0,3.0,No,80.0,Average
S1566,90.0,80.0,95.0,3.0,Yes,63.0,Good
S1569,90.0,80.0,95.0,7.0,Yes,74.0,At-Risk
S1570,80.0,80.0,95.0,8.0,No,80.0,At-Risk
S1575,80.0,74.0,95.0,3.0,Yes,69.0,Good
S1580,90.0,80.0,95.0,3.0,Yes,80.0,Average
S1581,90.0,78.0,95.0,5.0,Yes,95.0,At-Risk
S1589,80.0,63.0,95.0,7.0,Yes,61.0,Good
S1592,80.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S1596,80.0,62.0,95.0,8.0,No,61.0,Average
S1602,90.0,62.0,95.0,9.0,Yes,33.0,At-Risk
S1603,90.0,80.0,95.0,3.0,Yes,72.0,Good
S1604,80.0,80.0,95.0,3.0,Yes,88.0,At-Risk
S1605,90.0,62.0,95.0,6.0,Yes,62.0,Average
S1607,90.0,80.0,95.0,3.0,Yes,61.0,Good
S1609,90.0,80.0,95.0,3.0,No,80.0,At-Risk
S1610,90.0,70.0,95.0,3.0,Yes,80.0,At-Risk
S1611,90.0,62.0,95.0,3.0,Yes,64.0,Average
S1615,90.0,62.0,95.0,5.0,Yes,80.0,Average
S1621,96.0,35.0,95.0,2.0,Yes,61.0,Average
S1622,90.0,80.0,95.0,3.0,Yes,40.0,Good
S1629,80.0,80.0,95.0,10.0,Yes,61.0,Good
S1630,80.0,62.0,95.0,3.0,No,80.0,Good
S1631,90.0,80.0,95.0,3.0,No,61.0,Average
S1632,96.0,64.0,95.0,3.0,Yes,71.0,Good
S1634,80.0,92.0,95.0,3.0,Yes,61.0,Average
S1635,90.0,80.0,95.0,3.0,Yes,75.0,Good
S1641,90.0,42.0,95.0,3.0,Yes,48.0,At-Risk
S1642,90.0,62.0,95.0,8.0,No,55.0,Average
S1644,88.0,62.0,95.0,9.0,Yes,80.0,Good
S1645,90.0,89.0,95.0,7.0,Yes,61.0,Average
S1646,90.0,62.0,95.0,3.0,No,80.0,At-Risk
S1647,80.0,49.0,95.0,3.0,Yes,61.0,Average
S1651,90.0,37.0,95.0,6.0,No,80.0,Good
S1658,90.0,56.0,95.0,5.0,Yes,68.0,Good
S1659,80.0,49.0,95.0,3.0,Yes,61.0,Average
S1660,90.0,90.0,95.0,3.0,Yes,80.0,At-Risk
S1662,90.0,80.0,95.0,4.0,Yes,80.0,Good
S1663,96.0,62.0,95.0,3.0,No,48.0,Good
S1665,80.0,62.0,95.0,1.0,Yes,80.0,Good
S1666,88.0,36.0,95.0,3.0,No,61.0,At-Risk
S1668,90.0,62.0,95.0,2.0,No,80.0,Good
S1670,80.0,83.0,95.0,3.0,No,61.0,At-Risk
S1671,90.0,80.0,95.0,1.0,Yes,72.0,At-Risk
S1672,91.0,80.0,95.0,3.0,No,80.0,Average
S1673,90.0,80.0,95.0,1.0,No,61.0,Good
S1674,90.0,80.0,95.0,1.0,Yes,80.0,At-Risk
S1676,90.0,80.0,95.0,3.0,No,92.0,Good
S1678,90.0,62.0,95.0,6.0,Yes,61.0,Good
S1680,90.0,94.0,95.0,9.0,Yes,61.0,At-Risk
S1681,90.0,82.0,95.0,3.0,No,64.0,At-Risk
S1682,90.0,36.0,95.0,10.0,Yes,61.0,Good
S1688,90.0,62.0,95.0,1.0,No,61.0,At-Risk
S1689,90.0,80.0,95.0,9.0,Yes,77.0,Average
S1690,90.0,56.0,95.0,3.0,Yes,80.0,Average
S1697,90.0,62.0,95.0,8.0,No,61.0,At-Risk
S1698,90.0,62.0,95.0,9.0,Yes,80.0,Good
S1702,90.0,80.0,95.0,6.0,No,80.0,Good
S1704,90.0,93.0,95.0,7.0,No,61.0,Good
S1706,90.0,95.0,95.0,5.0,Yes,61.0,Good
S1708,91.0,62.0,95.0,5.0,Yes,39.0,Average
S1709,86.0,80.0,95.0,6.0,No,36.0,At-Risk
S1711,90.0,62.0,95.0,3.0,No,80.0,Average
S1712,90.0,80.0,95.0,3.0,No,62.0,Average
S1713,94.0,35.0,95.0,3.0,No,80.0,Good
S1714,90.0,48.0,95.0,3.0,No,84.0,Good
S1716,90.0,62.0,95.0,3.0,Yes,45.0,Good
S1724,90.0,80.0,95.0,10.0,Yes,61.0,Average
S1728,80.0,91.0,95.0,7.0,No,61.0,Average
S1729,90.0,62.0,95.0,3.0,Yes,61.0,Average
S1732,96.0,80.0,95.0,9.0,No,59.0,Good
S1733,90.0,77.0,95.0,3.0,No,80.0,Good
S1734,90.0,35.0,95.0,3.0,Yes,89.0,At-Risk
S1736,90.0,42.0,95.0,3.0,Yes,80.0,Good
S1738,90.0,94.0,95.0,3.0,No,61.0,At-Risk
S1740,90.0,63.0,95.0,3.0,Yes,70.0,Average
S1742,90.0,80.0,95.0,1.0,Yes,80.0,Good
S1743,84.0,80.0,95.0,5.0,Yes,80.0,At-Risk
S1747,90.0,80.0,95.0,4.0,Yes,50.0,Average
S1749,90.0,75.0,95.0,8.0,No,94.0,At-Risk
S1751,80.0,62.0,95.0,3.0,No,61.0,Good
S1754,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S1755,95.0,80.0,95.0,3.0,No,61.0,Good
S1758,90.0,62.0,95.0,7.0,No,58.0,Good
S1760,90.0,93.0,95.0,3.0,Yes,60.0,Good
S1762,90.0,74.0,95.0,7.0,No,51.0,Good
S1767,90.0,80.0,95.0,3.0,Yes,77.0,Average
S1769,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S1771,90.0,62.0,95.0,6.0,No,80.0,Average
S1772,90.0,80.0,95.0,3.0,Yes,61.0,Good
S1773,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1774,90.0,80.0,95.0,6.0,Yes,64.0,Good
S1780,80.0,39.0,95.0,5.0,Yes,61.0,At-Risk
S1781,95.0,80.0,95.0,3.0,No,84.0,Good
S1783,90.0,80.0,95.0,3.0,Yes,52.0,Average
S1785,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1790,90.0,80.0,95.0,6.0,Yes,61.0,Good
S1797,80.0,85.0,95.0,3.0,Yes,61.0,Good
S1798,90.0,37.0,95.0,3.0,No,80.0,At-Risk
S1802,80.0,38.0,95.0,3.0,No,77.0,Good
S1803,90.0,62.0,95.0,3.0,No,80.0,Average
S1804,83.0,69.0,95.0,9.0,No,80.0,Good
S1805,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S1808,90.0,62.0,95.0,2.0,Yes,59.0,Average
S1809,85.0,62.0,95.0,3.0,No,79.0,Good
S1810,80.0,50.0,95.0,3.0,Yes,57.0,At-Risk
S1812,90.0,49.0,95.0,9.0,Yes,61.0,Average
S1814,90.0,88.0,95.0,1.0,Yes,95.0,Good
S1815,90.0,80.0,95.0,4.0,Yes,80.0,Good
S1817,90.0,80.0,95.0,5.0,Yes,80.0,Average
S1818,90.0,36.0,95.0,6.0,No,80.0,Good
S1819,80.0,62.0,95.0,3.0,Yes,61.0,Good
S1823,91.0,94.0,95.0,3.0,Yes,80.0,Good
S1829,80.0,47.0,95.0,3.0,Yes,61.0,Average
S1830,90.0,62.0,95.0,1.0,No,61.0,Average
S1837,90.0,80.0,95.0,1.0,Yes,76.0,Good
S1843,90.0,52.0,95.0,3.0,Yes,81.0,Average
S1845,90.0,62.0,95.0,9.0,Yes,80.0,Good
S1846,90.0,80.0,95.0,4.0,No,61.0,At-Risk
S1851,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S1852,90.0,86.0,95.0,3.0,No,80.0,At-Risk
S1854,90.0,62.0,95.0,4.0,No,82.0,Average
S1856,90.0,80.0,95.0,10.0,Yes,80.0,Average
S1859,90.0,80.0,95.0,3.0,Yes,61.0,Good
S1861,90.0,62.0,95.0,3.0,No,80.0,Average
S1862,80.0,82.0,95.0,9.0,No,80.0,At-Risk
S1863,80.0,62.0,95.0,9.0,No,61.0,Good
S1864,90.0,62.0,95.0,3.0,No,62.0,Good
S1869,90.0,80.0,95.0,3.0,Yes,61.0,Average
S1870,90.0,92.0,95.0,10.0,No,76.0,Good
S1872,80.0,85.0,95.0,2.0,No,86.0,Good
S1874,90.0,57.0,95.0,5.0,Yes,80.0,At-Risk
S1876,90.0,62.0,95.0,3.0,Yes,61.0,Average
S1877,90.0,45.0,95.0,3.0,No,61.0,At-Risk
S1881,80.0,62.0,95.0,3.0,No,61.0,At-Risk
S1887,90.0,70.0,95.0,5.0,Yes,61.0,Good
S1889,90.0,80.0,95.0,3.0,No,61.0,Good
S1890,90.0,62.0,95.0,3.0,Yes,61.0,Average
S1893,80.0,62.0,95.0,3.0,No,78.0,At-Risk
S1894,90.0,80.0,95.0,3.0,Yes,61.0,Good
S1896,90.0,80.0,95.0,3.0,Yes,36.0,At-Risk
S1897,86.0,48.0,95.0,8.0,Yes,42.0,Average
S1899,88.0,62.0,95.0,2.0,Yes,61.0,Good
S1902,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1903,80.0,80.0,95.0,10.0,No,80.0,At-Risk
S1904,90.0,35.0,95.0,2.0,Yes,61.0,At-Risk
S1909,80.0,58.0,95.0,2.0,Yes,88.0,Average
S1912,90.0,80.0,95.0,6.0,Yes,38.0,Good
S1915,90.0,62.0,95.0,3.0,Yes,59.0,At-Risk
S1917,90.0,62.0,95.0,8.0,No,84.0,Average
S1918,90.0,88.0,95.0,3.0,Yes,80.0,At-Risk
S1919,90.0,77.0,95.0,3.0,No,61.0,Good
S1921,90.0,80.0,95.0,10.0,Yes,80.0,Good
S1924,90.0,62.0,95.0,3.0,No,79.0,At-Risk
S1925,96.0,70.0,95.0,4.0,No,80.0,At-Risk
S1935,90.0,62.0,95.0,3.0,No,61.0,Good
S1939,90.0,62.0,95.0,3.0,No,80.0,Average
S1941,90.0,62.0,95.0,3.0,Yes,80.0,Good
S1943,90.0,56.0,95.0,5.0,Yes,61.0,At-Risk
S1946,90.0,80.0,95.0,3.0,Yes,80.0,Average
S1947,90.0,62.0,95.0,10.0,No,76.0,Average
S1948,80.0,80.0,95.0,3.0,Yes,83.0,Average
S1950,85.0,62.0,95.0,3.0,No,66.0,At-Risk
S1954,80.0,62.0,95.0,3.0,Yes,61.0,Average
S1955,90.0,80.0,95.0,7.0,Yes,80.0,Good
S1956,80.0,78.0,95.0,2.0,Yes,33.0,Average
S1957,80.0,80.0,95.0,3.0,No,61.0,At-Risk
S1959,90.0,80.0,95.0,1.0,Yes,61.0,Average
S1963,90.0,35.0,95.0,2.0,Yes,80.0,At-Risk
S1964,90.0,62.0,95.0,7.0,Yes,61.0,Good
S1965,90.0,80.0,95.0,8.0,Yes,61.0,At-Risk
S1968,90.0,82.0,95.0,7.0,Yes,61.0,At-Risk
S1969,82.0,48.0,95.0,3.0,Yes,61.0,Good
S1971,90.0,80.0,95.0,3.0,Yes,80.0,Average
S1972,80.0,64.0,95.0,3.0,Yes,80.0,Good
S1975,90.0,62.0,95.0,3.0,Yes,80.0,Good
S1976,90.0,62.0,95.0,3.0,Yes,61.0,Good
S1977,90.0,86.0,95.0,3.0,Yes,80.0,Average
S1978,90.0,80.0,95.0,3.0,Yes,41.0,Good
S1980,80.0,80.0,95.0,10.0,No,61.0,Average
S1990,90.0,35.0,95.0,10.0,Yes,80.0,Average
S1991,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S1993,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S1997,90.0,49.0,95.0,3.0,Yes,61.0,Average
S2000,85.0,56.0,95.0,4.0,Yes,91.0,Average
S2003,90.0,80.0,95.0,3.0,Yes,61.0,Good
S2007,90.0,62.0,95.0,3.0,Yes,80.0,Good
S2008,90.0,61.0,95.0,3.0,No,79.0,Good
S2009,80.0,62.0,95.0,6.0,Yes,80.0,Good
S2011,90.0,66.0,95.0,5.0,Yes,80.0,Average
S2012,80.0,80.0,95.0,3.0,Yes,80.0,Good
S2015,90.0,47.0,95.0,3.0,Yes,61.0,At-Risk
S2021,80.0,80.0,95.0,6.0,No,61.0,Average
S2022,90.0,44.0,95.0,2.0,No,32.5,At-Risk
S2027,90.0,35.0,95.0,3.0,Yes,80.0,Good
S2028,80.0,80.0,95.0,3.0,Yes,90.0,Average
S2030,90.0,62.0,95.0,3.0,Yes,60.0,Average
S2032,90.0,67.0,95.0,1.0,Yes,36.0,Average
S2036,80.0,83.0,95.0,3.0,Yes,69.0,Average
S2038,90.0,80.0,95.0,3.0,No,61.0,Average
S2042,90.0,84.0,95.0,3.0,Yes,80.0,Average
S2043,80.0,55.0,95.0,3.0,Yes,80.0,At-Risk
S2044,90.0,62.0,95.0,3.0,No,61.0,At-Risk
S2045,80.0,62.0,95.0,3.0,No,80.0,Good
S2047,92.0,62.0,95.0,10.0,Yes,61.0,At-Risk
S2048,80.0,72.0,95.0,3.0,Yes,91.0,At-Risk
S2049,90.0,62.0,95.0,3.0,Yes,77.0,Good
S2051,87.0,62.0,95.0,3.0,Yes,80.0,Good
S2052,90.0,62.0,95.0,3.0,Yes,61.0,Good
S2053,90.0,62.0,95.0,2.0,No,91.0,Good
S2054,80.0,80.0,95.0,3.0,Yes,80.0,Average
S2056,90.0,80.0,95.0,3.0,Yes,67.0,Good
S2061,90.0,62.0,95.0,3.0,Yes,80.0,Average
S2065,90.0,70.0,95.0,6.0,Yes,90.0,Good
S2066,90.0,80.0,95.0,3.0,No,61.0,Good
S2069,80.0,62.0,95.0,3.0,No,61.0,Good
S2070,90.0,62.0,95.0,3.0,Yes,64.0,Good
S2073,90.0,41.0,95.0,3.0,Yes,80.0,Average
S2078,90.0,50.0,95.0,3.0,Yes,60.0,At-Risk
S2079,90.0,80.0,95.0,4.0,No,80.0,At-Risk
S2081,80.0,62.0,95.0,3.0,Yes,73.0,Good
S2082,90.0,80.0,95.0,7.0,No,80.0,At-Risk
S2085,90.0,80.0,95.0,3.0,Yes,39.0,At-Risk
S2086,80.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2087,90.0,38.0,95.0,10.0,Yes,80.0,At-Risk
S2089,80.0,80.0,95.0,4.0,No,80.0,At-Risk
S2094,90.0,80.0,95.0,2.0,Yes,61.0,At-Risk
S2095,80.0,65.0,95.0,3.0,Yes,61.0,Average
S2102,90.0,62.0,95.0,6.0,Yes,80.0,Good
S2110,80.0,62.0,95.0,10.0,Yes,80.0,Good
S2112,90.0,92.0,95.0,3.0,No,80.0,Average
S2113,92.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S2115,90.0,80.0,95.0,8.0,Yes,80.0,At-Risk
S2116,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2118,90.0,36.0,95.0,1.0,No,80.0,Good
S2120,90.0,50.0,95.0,10.0,Yes,80.0,Average
S2123,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S2124,80.0,94.0,95.0,3.0,Yes,61.0,Average
S2127,80.0,80.0,95.0,3.0,Yes,80.0,Average
S2129,96.0,80.0,95.0,9.0,No,80.0,Good
